---,RecipeName,ShortDesc,LongDesc,RecipeType,TimeToCraft,Tier,CraftXP,CraftingStations,RequiredFuel,Icon,BuildingModule,DestroyStationOnComplete,Ingredient1ID,Ingredient1Quantity,Ingredient2ID,Ingredient2Quantity,Ingredient3ID,Ingredient3Quantity,Ingredient4ID,Ingredient4Quantity,Result1ID,Result1Quantity,Result2ID,Result2Quantity,ThrallRecipeFeatRequirement,IsThrallMachineRecipe,IsRecipeEnabled
52203,"NSLOCTEXT("""", ""CF7AAA7B43F7BA947669B898121BE115"", ""Coarse Handwraps"")","NSLOCTEXT("""", ""5C1783A54B6DD285EAC10CAA33226987"", ""Handwraps woven from fibrous plants"")","NSLOCTEXT("""", ""F03BB61B48B273FE8D71AA8B8669496B"", ""Digging in the gritty soil of the Exiled Lands and tearing up plants by their roots without protection is dirty, infection-prone work. \nThese handwraps provide some protection from the elements and physical attacks."")","Armor","20.000000","1","9","0","0","/Game/UI/Textures/Icons/icon_worker_gloves.icon_worker_gloves","None","False","12001","8","0","0","0","0","0","0","52203","1","0","0","0","False","True"
52204,"NSLOCTEXT("""", ""8B0BC7D24259F2E8161EF087A383F2A0"", ""Coarse Leggings"")","NSLOCTEXT("""", ""15EC9EBC4368382363BF73ADFC61C033"", ""Leggings woven from fibrous plants"")","NSLOCTEXT("""", ""7CB3B6074547C6192926FDB072049A59"", ""In the Hyborian age, nudity is a part of life. In warm climates, men and women go bare chested and wear flimsy clothing, slaves are clothed in whatever tatters they can find and children run naked in the streets.\nClothing, however, is a practical bulwark against the elements. And these leggings, coarse as they may be, can protect some very sensitive areas from the elements."")","Armor","40.000000","1","20","0","0","/Game/UI/Textures/Icons/icon_worker_trousers.icon_worker_trousers","None","False","12001","18","0","0","0","0","0","0","52204","1","0","0","0","False","True"
52205,"NSLOCTEXT("""", ""7FC113EC43B92397F08D258E00779409"", ""Coarse Footwraps"")","NSLOCTEXT("""", ""8A3085984C68B8783287E1A4C23DECA1"", ""Footwraps woven from fibrous plants"")","NSLOCTEXT("""", ""572A119D4D8794D26E9DA69E9CCD0AF9"", ""The soles of these footwraps offer very poor protection from the sharp-edged stones that litter the ground of the Exiled Lands."")","Armor","20.000000","1","9","0","0","/Game/UI/Textures/Icons/icon_worker_shoes.icon_worker_shoes","None","False","12001","8","0","0","0","0","0","0","52205","1","0","0","0","False","True"
52212,"NSLOCTEXT("""", ""486E88154CC8FFCEE4479CB11ECAA22B"", ""Leather Apron"")","NSLOCTEXT("""", ""4A65AD8E43430ABDC253219A158117DE"", ""A leather apron for smithing"")","NSLOCTEXT("""", ""70CBB7B549EE941219F1299BED79290C"", ""Across the Hyborian kingdoms and beyond, in every village in every province, the smith is a necessity in daily life. From blades to ploughsnares, blacksmiths craft the tools and weapons to feed and arm the population.\nIn every village or town, the Blacksmith is recognized by their uniform - this simple leather apron. Offering protection from errant sparks and pockets for storing small tools, this apron is as much a badge of craft as the smiths hammer or the forge itself."")","Armor","40.000000","2","385","0","0","/Game/UI/Textures/Icons/icon_apron.icon_apron","None","False","12511","25","0","0","0","0","0","0","52212","1","0","0","0","False","True"
52213,"NSLOCTEXT("""", ""DDB9CEF8482B4DB940C846AFB76F9C71"", ""Leather Workgloves"")","NSLOCTEXT("""", ""CF41746641FBB5039DD0C5BD02667409"", ""Thick leather gloves offering crafting protection"")","NSLOCTEXT("""", ""4664D63948D03B2B8C7FE693DB797FEA"", ""These gloves are made of thick leather molded over a padded inside. Made to protect the hands from damage while working with dangerous crafting elements, they offer a small amount of protection in combat.\nAs a secondary usage, the heavy gloves can be donned and worn during brawls to avoid damaging the hands in combat.\nOne famous sailor, known only as Dorgan of the Python, makes a large sum of gold by fighting his way across the Vilayet sea and betting on his own fights. He claims that the gloves keep his prize possessions safe."")","Armor","40.000000","2","385","0","0","/Game/UI/Textures/Icons/icon_heavy_duty_mittens.icon_heavy_duty_mittens","None","False","12511","25","0","0","0","0","0","0","52213","1","0","0","0","False","True"
52221,"NSLOCTEXT("""", ""5475DEDF418086A37BD5B7889EB6A9FB"", ""Shemite Turban"")","NSLOCTEXT("""", ""B7C4D030463684A65281A2A3B2AA1197"", ""Shemitish turban commonly worn in the meadowland cities"")","NSLOCTEXT("""", ""4F180BEB40925EB33CD7CC8FA12F58D0"", ""The meadowland cities of western Shem thrive on the trade that comes with the caravans that pass into Turan and Khitai. Due to their access to these caravans, the Shemitish people often have access to the first pick of goods coming from the east - including fine silks from Khitai and brightly dyed cloth from Turan. This bounty of cloth is reflected in the loose fitting, comfortable clothing woven by the tailors of Shem.\nThis clothing is a practical bulwark against the elements but won\'t be enough to stop a blade.\n"")","Armor","10.000000","2","99","0","0","/Game/UI/Textures/Icons/icon_shemite_headdress.icon_shemite_headdress","None","False","12513","30","0","0","0","0","0","0","52221","1","0","0","0","False","True"
52222,"NSLOCTEXT("""", ""DFF42AF04E314270F1AFFBA6D4B7FFC6"", ""Shemite Tunic"")","NSLOCTEXT("""", ""033D96644624C470B60482B3D49FECD7"", ""Shemitish tunic commonly worn in the meadowland cities"")","NSLOCTEXT("""", ""BFEE13204BCEA3A896EDDEBA0DD2F35D"", ""The meadowland cities of western Shem thrive on the trade that comes with the caravans that pass into Turan and Khitai. Due to their access to these caravans, the Shemitish people often have access to the first pick of goods coming from the east - including fine silks from Khitai and brightly dyed cloth from Turan. This bounty of cloth is reflected in the loose fitting, comfortable clothing woven by the tailors of Shem.\nThis clothing is a practical bulwark against the elements but won\'t be enough to stop a blade.\n"")","Armor","40.000000","2","99","0","0","/Game/UI/Textures/Icons/icon_shemite_shirt.icon_shemite_shirt","None","False","12513","30","0","0","0","0","0","0","52222","1","0","0","0","False","True"
52224,"NSLOCTEXT("""", ""FB8D696F4C8413FF732B13BB6A5EA0A7"", ""Shemite Leggings"")","NSLOCTEXT("""", ""1FB7D1E34E418E7778F585B14581D673"", ""Shemitish turban commonly worn in the meadowland cities"")","NSLOCTEXT("""", ""17D6485941DB660CD30E28B46F3482EA"", ""The meadowland cities of western Shem thrive on the trade that comes with the caravans that pass into Turan and Khitai. Due to their access to these caravans, the Shemitish people often have access to the first pick of goods coming from the east - including fine silks from Khitai and brightly dyed cloth from Turan. This bounty of cloth is reflected in the loose fitting, comfortable clothing woven by the tailors of Shem.\nThis clothing is a practical bulwark against the elements but won\'t be enough to stop a blade."")","Armor","40.000000","2","99","0","0","/Game/UI/Textures/Icons/icon_shemite_trousers.icon_shemite_trousers","None","False","12513","30","0","0","0","0","0","0","52224","1","0","0","0","False","True"
52225,"NSLOCTEXT("""", ""AFAC38844F4642C42BA2E592BABABB6F"", ""Shemite Shoes"")","NSLOCTEXT("""", ""B3ACF4E04639C9C4AAC10CB420FCB615"", ""Shemitish pointy-toed shoes"")","NSLOCTEXT("""", ""442A775F4BA7B4935C6CDC91FAB4EB87"", ""While these shoes are impractical for the desert, they are incredibly comfortable."")","Armor","20.000000","2","99","0","0","/Game/UI/Textures/Icons/icon_shemite_shoes.icon_shemite_shoes","None","False","12513","30","0","0","0","0","0","0","52225","1","0","0","0","False","True"
52301,"NSLOCTEXT("""", ""01E147BB4B49827E8846099DD0DD3B2D"", ""Exceptional Light Turban"")","NSLOCTEXT("""", ""8D7D829D415A662D2481C59072B0DEA1"", ""A simple turban of hide and fiber"")","NSLOCTEXT("""", ""14D28E264DF55F921B59E28A829507A0"", ""In the Exiled Lands, the fierce sun beating down on the unprotected head can cause extreme delirium in a short amount of time.\nApart from protection from the sun, this turban offers a small amount of protection from attacks on the head.\nLight armor provides the most flexibility and range of movement in combat, but at the cost of significant protection in battle.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","10.000000","1","51","89201","0","/Game/UI/Textures/Icons/icon_light_exile_cap.icon_light_exile_cap","None","False","14174","5","12011","13","0","0","0","0","52301","1","0","0","52001","False","True"
52302,"NSLOCTEXT("""", ""239C73414547E273E73EAA83DDF2D076"", ""Exceptional Light Chestpiece"")","NSLOCTEXT("""", ""86CED29F4242EFF1DCBDA29CE26EFE68"", ""A light chestpiece of hide and fiber"")","NSLOCTEXT("""", ""BD7728654A5C80CFDD0E7D8D41ADE4C7"", ""Designed to keep the wearer cool, this armor emphasizes movement and agility in combat over straight up protection.\nThe blow that misses is always better than the one that lands. In this case, the one that lands will cause a significant amount of damage due to the simple construction of this armor.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","40.000000","1","99","89201","0","/Game/UI/Textures/Icons/icon_light_exile_armor.icon_light_exile_armor","None","False","14174","10","12011","25","0","0","0","0","52302","1","0","0","8","False","True"
52303,"NSLOCTEXT("""", ""8C8C72FA456C117C93199EBEEF263AE8"", ""Exceptional Light Gauntlets"")","NSLOCTEXT("""", ""C9EF5297416114ADD1CF819F60FE89FE"", ""A pair of flexible hide gauntlets"")","NSLOCTEXT("""", ""38D0A5974492F8E138D49DBD87FC94C5"", ""Hide pieces bound to a soft underbody of cloth keep these gauntlets as flexible as possible while offering some protection from attacks.\nBlows to the hand can cause crippling injuries, particularly to archers who need to have all of their fingers intact if they are to draw a bow.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","20.000000","1","51","89201","0","/Game/UI/Textures/Icons/icon_light_exile_gauntlets.icon_light_exile_gauntlets","None","False","14174","5","12011","13","0","0","0","0","52303","1","0","0","52003","False","True"
52304,"NSLOCTEXT("""", ""2EDDDBBC43038503BBE4BEA6CAEDFCF6"", ""Exceptional Light Wrap"")","NSLOCTEXT("""", ""8828AFF943D73720E96E7E8D04F23003"", ""A loose fitting cloth wrap, bound to the waist with rawhide thongs"")","NSLOCTEXT("""", ""6623F28F49E07C82CDEAD9BD34352BF0"", ""This wrap allows the legs to move freely, giving full range of motion. This is particularly useful to the adventurer just beginning their journey, as it allows them to make the all-important decision of fight or flight.\nLight armor provides the most flexibility and range of movement in combat, but at the cost of significant protection in battle.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","40.000000","1","80","89201","0","/Game/UI/Textures/Icons/icon_light_exile_loincloth.icon_light_exile_loincloth","None","False","14174","8","12011","20","0","0","0","0","52304","1","0","0","52004","False","True"
52305,"NSLOCTEXT("""", ""AB82BEF946B6C394CB2B97A6428C3F97"", ""Exceptional Light Boots"")","NSLOCTEXT("""", ""59BD311A418BA065495E44B581F0FCBE"", ""A pair of sturdy boots made from cloth and hide"")","NSLOCTEXT("""", ""0C664ED04D62D70A38543EA2237E0FB8"", ""These boots of cloth wrapped and laced in hide, provide protection and warmth for the feet.\nThere are many dangers in the Exiled Lands and the small scorpions, spiders and snakes that can strike without warning are reason enough to keep legs and feet well covered.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","20.000000","1","51","89201","0","/Game/UI/Textures/Icons/icon_light_exile_boots.icon_light_exile_boots","None","False","14174","5","12011","13","0","0","0","0","52305","1","0","0","52005","False","True"
52401,"NSLOCTEXT("""", ""18C92C18462375BBAC0B199496F99929"", ""Flawless Light Turban"")","NSLOCTEXT("""", ""7BAFCE544A1F3B2564AD4A845181E854"", ""A simple turban of hide and fiber"")","NSLOCTEXT("""", ""B4E28B7041F2FF7562504A9B681F7D66"", ""In the Exiled Lands, the fierce sun beating down on the unprotected head can cause extreme delirium in a short amount of time.\nApart from protection from the sun, this turban offers a small amount of protection from attacks on the head.\nLight armor provides the most flexibility and range of movement in combat, but at the cost of significant protection in battle.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","10.000000","1","51","89201","0","/Game/UI/Textures/Icons/icon_light_exile_cap.icon_light_exile_cap","None","False","14174","5","12011","13","0","0","0","0","52401","1","0","0","52001","False","True"
52402,"NSLOCTEXT("""", ""4FFD9D6C421ACB97D97A7A965CA8A573"", ""Flawless Light Chestpiece"")","NSLOCTEXT("""", ""A27FE14645C842130ADDE8BC03DC547F"", ""A light chestpiece of hide and fiber"")","NSLOCTEXT("""", ""29395AD845FBCBC8E97FEFA7BE688773"", ""Designed to keep the wearer cool, this armor emphasizes movement and agility in combat over straight up protection.\nThe blow that misses is always better than the one that lands. In this case, the one that lands will cause a significant amount of damage due to the simple construction of this armor.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","40.000000","1","99","89201","0","/Game/UI/Textures/Icons/icon_light_exile_armor.icon_light_exile_armor","None","False","14174","10","12011","25","0","0","0","0","52402","1","0","0","8","False","True"
52403,"NSLOCTEXT("""", ""8881525C426A421A0EB82C8CE1638520"", ""Flawless Light Gauntlets"")","NSLOCTEXT("""", ""8913B04440B924E845A84F89B9632607"", ""A pair of flexible hide gauntlets"")","NSLOCTEXT("""", ""93ECB4DF458E9AA8639F6585CE162659"", ""Hide pieces bound to a soft underbody of cloth keep these gauntlets as flexible as possible while offering some protection from attacks.\nBlows to the hand can cause crippling injuries, particularly to archers who need to have all of their fingers intact if they are to draw a bow.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","20.000000","1","51","89201","0","/Game/UI/Textures/Icons/icon_light_exile_gauntlets.icon_light_exile_gauntlets","None","False","14174","5","12011","13","0","0","0","0","52403","1","0","0","52003","False","True"
52404,"NSLOCTEXT("""", ""C721F781439328829A854CA01305F59D"", ""Flawless Light Wrap"")","NSLOCTEXT("""", ""B41E8DB74C3023B49D9F60BC788EAAFD"", ""A loose fitting cloth wrap, bound to the waist with rawhide thongs"")","NSLOCTEXT("""", ""F4C953DA4169A4F2CA9AEF82B2847337"", ""This wrap allows the legs to move freely, giving full range of motion. This is particularly useful to the adventurer just beginning their journey, as it allows them to make the all-important decision of fight or flight.\nLight armor provides the most flexibility and range of movement in combat, but at the cost of significant protection in battle.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","40.000000","1","80","89201","0","/Game/UI/Textures/Icons/icon_light_exile_loincloth.icon_light_exile_loincloth","None","False","14174","8","12011","20","0","0","0","0","52404","1","0","0","52004","False","True"
52405,"NSLOCTEXT("""", ""4F8011D842A419463B0BE988E75B5726"", ""Flawless Light Boots"")","NSLOCTEXT("""", ""07762C8348022A4729B6F6B6297DFD9A"", ""A pair of sturdy boots made from cloth and hide"")","NSLOCTEXT("""", ""CCC53B7C4B86DA02ECF5A9A1EF68848F"", ""These boots of cloth wrapped and laced in hide, provide protection and warmth for the feet.\nThere are many dangers in the Exiled Lands and the small scorpions, spiders and snakes that can strike without warning are reason enough to keep legs and feet well covered.\nCreated from basic materials available in the Exiled Lands, this armor bears no cultural markings or identifiers of any type."")","Armor","20.000000","1","51","89201","0","/Game/UI/Textures/Icons/icon_light_exile_boots.icon_light_exile_boots","None","False","14174","5","12011","13","0","0","0","0","52405","1","0","0","52005","False","True"
52501,"NSLOCTEXT("""", ""1E88976A44573FBE35134291C45A1869"", ""Setite Mask"")","NSLOCTEXT("""", ""9053358941913FB43374FFBD6DE905D4"", ""A mask worn by devotees of Set"")","NSLOCTEXT("""", ""C721F0E6426479900F19A89962F74CA1"", ""The dispassionate features of the serpent have been modeled and refined in this mask. It distorts the features of the wearer and brings them closer to the cold beauty of the serpents so beloved of their god.\nUsed primarily in rituals within the temple of Set, this mask nevertheless offers a certain level of protection for the face of the wearer."")","Armor","10.000000","2","33","89952","0","/Game/UI/Textures/Icons/icon_stygian_headdress.icon_stygian_headdress","None","False","12001","25","15001","5","0","0","0","0","52501","1","55100","30","0","False","True"
52502,"NSLOCTEXT("""", ""763A32784A9AA891C0585A90D8005E5A"", ""Setite Choker"")","NSLOCTEXT("""", ""06A86E6349E9345AEB9A838D0DE09AF3"", ""A choker worn by devotees of Set"")","NSLOCTEXT("""", ""2E92AEDC415C9B0688F7DC81809572CD"", ""Crafted from the finest golds, this garment is light and supple. It molds pleasingly to the form and accentuates the chest. The mysteries of Set are not all blood and death - the ritual that depicts the coupling of Set with his mistress, Derkheto, has been described by Mitrean scholars as \""a blasphemous orgy of wine and blood.\"" Though they always take the opportunity to vist any temple of Derkheto during such rites. For the purposes of research, of course."")","Armor","40.000000","2","61","89952","0","/Game/UI/Textures/Icons/icon_stygian_vest.icon_stygian_vest","None","False","12001","50","15001","5","0","0","0","0","52502","1","55100","30","0","False","True"
52504,"NSLOCTEXT("""", ""83BD638B4D1E1BB915D99DB72CE17C74"", ""Setite Shendyt"")","NSLOCTEXT("""", ""83B9ABE6404313DBE4E14A8BD0D7ECDD"", ""A shendyt worn by devotees of Set"")","NSLOCTEXT("""", ""5274603C4EB334F679A904A43A55E552"", ""Woven silk edged with golden trim has been used to shape this ornamental shendyt. Worn by devotees of Set during their rituals, these shendyts are often stained in the blood of sacrifice."")","Armor","40.000000","2","50","89952","0","/Game/UI/Textures/Icons/icon_stygian_shendyt.icon_stygian_shendyt","None","False","12001","40","15001","5","0","0","0","0","52504","1","55100","30","0","False","True"
52505,"NSLOCTEXT("""", ""7FF25D744A3A85F733B8BC8BD8D9F6E9"", ""Setite Sandals"")","NSLOCTEXT("""", ""8ED76B56445A94AC1979A2B6E8D03814"", ""A pair of sandals worn by devotees of Set"")","NSLOCTEXT("""", ""DB79ABAB49CD55BE792659807C854517"", ""These ceremonial sandals were not designed for the harsh environment of the desert, but rather the stone floors of the temple. Runnng in sand wearing these is an uncomfortable experience and fighting in them is almost impossible due to poor balance."")","Armor","20.000000","2","33","89952","0","/Game/UI/Textures/Icons/icon_stygian_sandals.icon_stygian_sandals","None","False","12001","25","15001","5","0","0","0","0","52505","1","55100","10","0","False","True"
52511,"NSLOCTEXT("""", ""A9D95B7E44361C9CA65F2E8B4A58D481"", ""Yoggite Watcher Mask"")","NSLOCTEXT("""", ""935AEAB746AB89DD54A061A5D78DBB1E"", ""A ritual mask used by Yoggite shamans to see the dead"")","NSLOCTEXT("""", ""7DA258AD4EFA44D9E0DDFA8C9E88E3CD"", ""Carved into solid wood and decorated with intricate symbols, the watcher mask is said to remove the veil between the wearer and the spiritual world where Yog dwells.\nDarfari slaves, captured and carried into the Hyborian kingdoms do not have shamans of their own, and are forced to practise a perverted version of their religion. They have long since lost the art of creating masks such as these.\nBut in the southern deserts, Darfari shamans practise a purer version of the religion. Through the aid of these masks they can see the dead and, it is rumored, manifestations of Yog himself.\n\nThis mask offers some protection from both weapons and the elements.\n"")","Armor","10.000000","2","223","89962","0","/Game/UI/Textures/Icons/icon_darfari_mask_01.icon_darfari_mask_01","None","False","12511","13","10021","15","15002","5","0","0","52511","1","55100","5","0","False","True"
52522,"NSLOCTEXT("""", ""D24925B74756F21D537A9A9ECFEB3349"", ""Mitraen Tunic"")","NSLOCTEXT("""", ""DF6A6DA248FFD55A258522A914739C34"", ""A simple tunic"")","NSLOCTEXT("""", ""947BF42F4B347C55B1A3E3995D706332"", ""Followers of Mitra commit to a life of simplicty and dignity. They prefer knowledge to ritual and the calm of meditation to the storm of battle.\nThis tunic reflects the simple principles of the Mitraen devout."")","Armor","20.000000","2","33","89972","0","/Game/UI/Textures/Icons/icon_mitrean_tunic.icon_mitrean_tunic","None","False","12001","25","15003","5","0","0","0","0","52522","1","55100","10","0","False","True"
52523,"NSLOCTEXT("""", ""38ACD9AD48E63886AD2F5C89122BDC09"", ""Mitraen Gloves"")","NSLOCTEXT("""", ""01A7ED4B475397EF91EBECB304C67A58"", ""A simple pair of gloves"")","NSLOCTEXT("""", ""D6E74BA646315ABFBA1DA9A05FEA4C6F"", ""Followers of Mitra commit to a life of simplicty and dignity. They prefer knowledge to ritual and the calm of meditation to the storm of battle.\nThese gloves reflects the simple principles of the Mitraen devout.\n"")","Armor","20.000000","2","15","0","0","/Game/UI/Textures/Icons/icon_mitrean_gloves.icon_mitrean_gloves","None","False","12001","8","15003","5","0","0","0","0","52523","1","0","0","0","False","True"
52524,"NSLOCTEXT("""", ""E3C7F0AF4B8ECA2DB928B2842B017AE7"", ""Mitraen Breeches"")","NSLOCTEXT("""", ""02126C09494FDC3E52627E87337EA8F4"", ""A simple pair of breeches"")","NSLOCTEXT("""", ""68E1FC4E441C20A86B08E3A4524BD785"", ""Followers of Mitra commit to a life of simplicty and dignity. They prefer knowledge to ritual and the calm of meditation to the storm of battle.\nThese breeches reflects the simple principles of the Mitraen devout.\n"")","Armor","20.000000","2","26","89972","0","/Game/UI/Textures/Icons/icon_mitrean_trousers.icon_mitrean_trousers","None","False","12001","18","15003","5","0","0","0","0","52524","1","55100","10","0","False","True"
52525,"NSLOCTEXT("""", ""E24064904C50BE18E5F4859EA8AF284F"", ""Mitraen Shoes"")","NSLOCTEXT("""", ""553B63DE47B7EDF11E87F08B2ACC0DAF"", ""A simple pair of shoes"")","NSLOCTEXT("""", ""A5E6C7644C56BEB11FC075A7CEA8846B"", ""Followers of Mitra commit to a life of simplicty and dignity. They prefer knowledge to ritual and the calm of meditation to the storm of battle.\nThese shoes reflects the simple principles of the Mitraen devout.\n"")","Armor","20.000000","2","15","0","0","/Game/UI/Textures/Icons/icon_mitrean_shoes.icon_mitrean_shoes","None","False","12001","8","15003","5","0","0","0","0","52525","1","0","0","0","False","True"
52532,"NSLOCTEXT("""", ""3210FA8D4BCDA128C082479F548BDC16"", ""Black Hand Vest"")","NSLOCTEXT("""", ""09FC8EDF4748EF89983BAD8AE09F88A4"", ""A patchwork vest of leather, rope and cloth"")","NSLOCTEXT("""", ""BE7D29B24333C10FD035A59CBBE20E64"", ""One of the skills that sailors carry with them from port to port is the ability to mend almost any piece of cloth with a needle. Sailors repair their own sails and their clothes turning them overtime into a patchwork of sailcloth, rope a bit of scrap leather. This garment, favored bt eh sailors of the Black Hand looks as though it has been mended so many times that none of the original material is left. Still due to the age of the garment and the many layers it exhibits more durability than it\'s frail appearance would indicate. \nOffering significantly more protection than light armor, this medium armor incorporates many elements that balance protection and agility. This middle of the road approach brings compromises of its own because this armor is neither as strong as heavy armor, nor as flexible as light armor."")","Armor","40.000000","2","385","0","0","/Game/UI/Textures/Icons/icon_black_hand_top.icon_black_hand_top","None","False","12511","25","0","0","0","0","0","0","52532","1","0","0","0","False","True"
52534,"NSLOCTEXT("""", ""2488F7474CC431044B0EB2B3F087B7FB"", ""Black Hand Trousers"")","NSLOCTEXT("""", ""2264B6384BEDA63D8F992AA388AEBD8D"", ""A heavily stitched pair of leather pants"")","NSLOCTEXT("""", ""E051F4F746918FF2BF02239216523E6A"", ""The pirates of the Black Hand are the most dangerous kind of pirates - shipless, aimless and destitute. They search desperately for a way to leave the Exiled Lands and they form strange alliances and quirky plans to help them achieve that goal. So far, nothing has come to fruition.\nThese trousers are a reflection of their attitude, a patchwork of sloppy stitching and flung together pieces. Like the Black Hand, however, it seems to work.\nOffering significantly more protection than light armor, this medium armor incorporates many elements that balance protection and agility. This middle of the road approach brings compromises of its own because this armor is neither as strong as heavy armor, nor as flexible as light armor."")","Armor","40.000000","2","385","0","0","/Game/UI/Textures/Icons/icon_black_hand_bottom.icon_black_hand_bottom","None","False","12511","25","0","0","0","0","0","0","52534","1","0","0","0","False","True"
52541,"NSLOCTEXT("""", ""0B8C0F9F41E8670B942CC6A49A2A8EED"", ""Relic Hunter Turban"")","NSLOCTEXT("""", ""A8233E1743AB8A8FC63AF4ACE0792D41"", ""Relic Hunter Turban"")","","Armor","10.000000","2","99","0","0","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","12513","30","0","0","0","0","0","0","52541","1","0","0","0","False","True"
52542,"NSLOCTEXT("""", ""205FCB86488EF3C9C01E65B81E4BD73C"", ""Relic Hunter Shirt"")","NSLOCTEXT("""", ""D2A9CD9D462E0F5A60162DB78550CA1F"", ""Relic Hunter Shirt"")","","Armor","40.000000","2","99","0","0","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","12513","30","0","0","0","0","0","0","52542","1","0","0","0","False","True"
52543,"NSLOCTEXT("""", ""D0418D8B472AEB983A14949BA6E062EF"", ""Relic Hunter Gloves"")","NSLOCTEXT("""", ""DB35C00A4349F2BB8732EE9F095738F3"", ""Relic Hunter Gloves"")","","Armor","20.000000","2","385","0","0","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","12511","25","0","0","0","0","0","0","52543","1","0","0","0","False","True"
52544,"NSLOCTEXT("""", ""EC44A9184F8D8DE0A2BC65BB908C5EC4"", ""Relic Hunter Trousers"")","NSLOCTEXT("""", ""D2D237834470F2E12361588704E21BEA"", ""Relic Hunter Trousers"")","","Armor","40.000000","2","99","0","0","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","12513","30","0","0","0","0","0","0","52544","1","0","0","0","False","True"
52545,"NSLOCTEXT("""", ""EEC4A2244166BDD794A5BB8839120B24"", ""Relic Hunter Boots"")","NSLOCTEXT("""", ""C28020714DFF60F42CDDBC91AB3FEE28"", ""Relic Hunter Boots"")","","Armor","20.000000","2","385","0","0","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","12511","25","0","0","0","0","0","0","52545","1","0","0","0","False","True"
52551,"NSLOCTEXT("""", ""C8EFD821405BAB57912D5790E50E0CF1"", ""Hyena Skull Helmet"")","NSLOCTEXT("""", ""9A96208445DA527316EFB69C3E70D5BF"", ""A helmet crafted from the skull of Hyena"")","NSLOCTEXT("""", ""09AA1BF84CCECC03FC59969BD9796E7D"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")","Armor","10.000000","3","267","89201","0","/Game/UI/Textures/Icons/icon_dogs_helmet.icon_dogs_helmet","None","False","12511","13","12513","15","10021","15","0","0","52551","1","0","0","0","False","True"
52552,"NSLOCTEXT("""", ""ABA74D484E6C752F40D0049E5169CE07"", ""Hyena-fur Chestpiece"")","NSLOCTEXT("""", ""F9C4F26E48B0B9B8AE0B13A600BBAB94"", ""A chestpiece crafted from the fur of Hyenas"")","NSLOCTEXT("""", ""A32ACEC94ACC1117CECD50BB4B597A80"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")","Armor","40.000000","3","517","89201","0","/Game/UI/Textures/Icons/icon_dogs_top.icon_dogs_top","None","False","12511","25","12513","30","10021","30","0","0","52552","1","0","0","0","False","True"
52553,"NSLOCTEXT("""", ""B0F55D944481FB386E7E46B0A3D560F4"", ""Hyena-fur Gloves"")","NSLOCTEXT("""", ""C4FE75104A78B723EA5747BDF7EFFAD0"", ""A pair of gloves crafted from the fur of Hyenas"")","NSLOCTEXT("""", ""B1A9889046CF3D792AD895A20FB8B600"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")","Armor","20.000000","3","267","89201","0","/Game/UI/Textures/Icons/icon_dogs_gloves.icon_dogs_gloves","None","False","12511","13","12513","15","10021","15","0","0","52553","1","0","0","0","False","True"
